#key = (id, data) ｜ value = (R, G, B)
cotton_rgb = {
    (603, 15): (102, 187, 106),
    (613, 3): (156, 204, 101),
    (604, 1): (212, 225, 87),
    (604, 2): (255, 238, 88),
    (604, 3): (255, 202, 40),
    (604, 4): (255, 167, 38),
    (604, 5): (255, 112, 67),
    (604, 6): (161, 136, 127),
    (604, 7): (224, 224, 224),
    (604, 8): (244, 67, 54),
    (604, 9): (233, 30, 99),
    (602, 0): (156, 39, 176),
    (604, 11): (103, 58, 183),
    (604, 12): (63, 81, 181),
    (604, 13): (33, 150, 243),
    (604, 14): (3, 169, 244),
    (604, 15): (0, 188, 212),
    (605, 3): (0, 150, 136),
    (605, 1): (76, 175, 80),
    (605, 2): (139, 195, 74),
    (605, 0): (205, 220, 57),
    (605, 4): (255, 235, 59),
    (605, 5): (255, 193, 7),
    (605, 6): (255, 152, 0),
    (605, 7): (255, 87, 34),
    (605, 8): (141, 110, 99),
    (608, 0): (189, 189, 189),
    (605, 10): (229, 57, 53),
    (605, 11): (216, 27, 96),
    (605, 12): (142, 36, 170),
    (605, 13): (94, 53, 177),
    (611, 0): (57, 73, 171),
    (602, 5): (30, 136, 229),
    (606, 1): (3, 155, 229),
    (606, 2): (0, 172, 193),
    (606, 3): (0, 137, 123),
    (606, 4): (67, 160, 71),
    (606, 5): (124, 179, 66),
    (606, 6): (192, 202, 51),
    (606, 7): (253, 216, 53),
    (606, 8): (255, 179, 0),
    (606, 9): (251, 140, 0),
    (1909, 0): (244, 81, 30),
    (606, 11): (121, 85, 72),
    (606, 12): (158, 158, 158),
    (606, 13): (211, 47, 47),
    (606, 14): (194, 24, 91),
    (606, 15): (123, 31, 162),
    (608, 15): (81, 45, 168),
    (607, 1): (48, 63, 159),
    (607, 2): (25, 118, 210),
    (607, 3): (2, 136, 209),
    (607, 4): (0, 151, 167),
    (607, 5): (0, 121, 107),
    (607, 6): (56, 142, 60),
    (607, 7): (104, 159, 56),
    (607, 8): (175, 180, 43),
    (607, 9): (251, 192, 45),
    (607, 10): (255, 160, 0),
    (607, 11): (245, 124, 0),
    (607, 12): (230, 74, 25),
    (614, 0): (109, 76, 65),
    (607, 15): (117, 117, 117),
    (610, 0): (198, 40, 40),
    (608, 1): (173, 20, 87),
    (608, 2): (106, 27, 154),
    (608, 3): (69, 39, 160),
    (608, 4): (40, 53, 147),
    (608, 5): (21, 101, 192),
    (608, 6): (2, 119, 189),
    (613, 0): (0, 131, 143),
    (608, 8): (0, 105, 92),
    (608, 9): (46, 125, 50),
    (608, 10): (85, 139, 47),
    (608, 11): (158, 157, 36),
    (601, 0): (249, 168, 37),
    (608, 13): (255, 143, 0),
    (612, 0): (239, 108, 0),
    (607, 0): (216, 67, 21),
    (610, 10): (93, 64, 55),
    (609, 1): (97, 97, 97),
    (1910, 0): (183, 28, 28),
    (1902, 0): (136, 14, 79),
    (1908, 0): (74, 20, 140),
    (609, 5): (49, 27, 146),
    (609, 6): (26, 35, 126),
    (609, 7): (13, 71, 161),
    (609, 8): (1, 87, 155),
    (1911, 0): (0, 96, 100),
    (609, 10): (0, 77, 64),
    (1907, 0): (27, 94, 32),
    (609, 12): (51, 105, 30),
    (609, 13): (130, 119, 23),
    (609, 14): (245, 127, 23),
    (609, 15): (255, 111, 0),
    (605, 9): (230, 81, 0),
    (610, 1): (191, 54, 12),
    (610, 2): (78, 52, 46),
    (610, 3): (66, 66, 66),
    (610, 4): (213, 0, 0),
    (610, 5): (197, 17, 98),
    (610, 6): (170, 0, 255),
    (610, 7): (98, 0, 234),
    (610, 8): (48, 79, 254),
    (610, 9): (41, 98, 255),
    (609, 0): (0, 145, 234),
    (610, 11): (0, 184, 212),
    (610, 12): (0, 191, 165),
    (1903, 0): (0, 200, 83),
    (610, 14): (100, 221, 23),
    (610, 15): (174, 234, 0),
    (605, 15): (255, 214, 0),
    (611, 1): (255, 171, 0),
    (611, 2): (255, 109, 0),
    (615, 0): (221, 44, 0),
    (611, 4): (62, 39, 35),
    (611, 5): (33, 33, 33),
    (611, 6): (255, 23, 68),
    (611, 7): (245, 0, 87),
    (611, 8): (213, 0, 249),
    (611, 9): (101, 31, 255),
    (611, 10): (61, 90, 254),
    (611, 11): (41, 121, 255),
    (611, 12): (0, 176, 255),
    (611, 13): (0, 229, 255),
    (611, 14): (29, 233, 182),
    (611, 15): (0, 230, 118),
    (608, 14): (118, 255, 3),
    (612, 1): (198, 255, 0),
    (612, 2): (255, 234, 0),
    (1900, 0): (255, 196, 0),
    (612, 4): (255, 145, 0),
    (612, 5): (255, 61, 0),
    (612, 6): (236, 239, 241),
    (612, 7): (96, 125, 139),
    (612, 8): (255, 82, 82),
    (612, 9): (255, 64, 129),
    (612, 10): (224, 64, 251),
    (612, 11): (124, 77, 255),
    (612, 12): (83, 109, 254),
    (612, 13): (68, 138, 255),
    (612, 14): (64, 196, 255),
    (612, 15): (24, 255, 255),
    (608, 7): (100, 255, 218),
    (613, 1): (105, 240, 174),
    (613, 2): (178, 255, 89),
    (604, 0): (238, 255, 65),
    (1901, 0): (255, 255, 0),
    (613, 5): (255, 215, 64),
    (613, 6): (255, 171, 64),
    (613, 7): (255, 110, 64),
    (613, 8): (207, 216, 220),
    (613, 9): (84, 110, 122),
    (613, 10): (255, 138, 128),
    (613, 11): (255, 128, 171),
    (613, 12): (234, 128, 252),
    (613, 13): (179, 136, 255),
    (613, 14): (140, 158, 255),
    (613, 15): (130, 177, 255),
    (607, 14): (128, 216, 255),
    (614, 1): (132, 255, 255),
    (614, 2): (167, 255, 235),
    (614, 3): (185, 246, 202),
    (614, 4): (204, 255, 144),
    (614, 5): (244, 255, 129),
    (614, 6): (255, 255, 141),
    (614, 7): (255, 229, 127),
    (614, 8): (255, 209, 128),
    (614, 9): (255, 158, 128),
    (614, 10): (144, 164, 174),
    (614, 11): (55, 71, 79),
    (614, 12): (252, 224, 227),
    (614, 13): (250, 216, 227),
    (614, 14): (239, 213, 243),
    (614, 15): (232, 224, 247),
    (608, 12): (223, 226, 245),
    (615, 1): (214, 234, 251),
    (615, 2): (217, 243, 255),
    (615, 3): (209, 245, 249),
    (615, 4): (209, 240, 237),
    (615, 5): (221, 242, 222),
    (615, 6): (237, 249, 223),
    (615, 7): (248, 251, 219),
    (615, 8): (255, 252, 221),
    (615, 9): (255, 244, 213),
    (615, 10): (255, 239, 215),
    (615, 11): (255, 227, 224),
}
